STATE CODE	LOCALITY ID	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	DURATION MINUTES	EFFORT DISTANCE KM	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER
CO-VAU	L1450896	1.2205831	-70.2384067	2015-03-03	06:24:00	obsr307381	S22171166	Traveling	246	6.000	5	1	G1166481
CO-VAU	L1450896	1.2205831	-70.2384067	2015-03-03	06:24:00	obsr108813	S22171167	Traveling	246	6.000	5	1	G1166481
CO-VAU	L1450896	1.2205831	-70.2384067	2015-03-26	06:30:00	obsr92695	S22899341	Traveling	600	6.000	6	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-10-27	05:30:00	obsr347082	S25771724	Traveling	670	8.047	9	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-04-17	06:00:00	obsr119620	S25197916	Traveling	420	3.219	5	1	G2556042
CO-VAU	L1450896	1.2205831	-70.2384067	2015-02-27	06:15:00	obsr108813	S22171035	Traveling	679	15.000	5	1	G1166470
CO-VAU	L1450896	1.2205831	-70.2384067	2015-01-23	06:00:00	obsr162387	S22739088	Incidental			1	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2015-01-20		obsr162387	S22739093	Incidental			1	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2015-03-24	06:00:00	obsr128626	S23369062	Traveling	660	9.656	6	1	
CO-VAU	L1450896	1.2205831	-70.2384067	2015-02-27	06:15:00	obsr232412	S22171618	Traveling	679	15.000	5	1	G1166470
CO-VAU	L1450896	1.2205831	-70.2384067	2015-02-27	06:15:00	obsr307381	S22171034	Traveling	679	15.000	5	1	G1166470
CO-VAU	L1450896	1.2205831	-70.2384067	2015-03-03	06:24:00	obsr121486	S22166516	Traveling	246	6.000	5	1	G1166481
CO-VAU	L1450896	1.2205831	-70.2384067	2015-01-08	09:00:00	obsr162605	S51694122	Traveling	180	6.000	3	0	G3763414
CO-VAU	L1450896	1.2205831	-70.2384067	2015-11-05		obsr92695	S36706936	Historical			4	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-03-27	06:30:00	obsr92695	S22901980	Traveling	600	4.000	6	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-03-26	06:00:00	obsr128626	S23371262	Traveling	720	8.047	6	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-07-04	05:30:00	obsr433512	S45092412	Historical	720	4.000	5	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-11-14	05:40:00	obsr1704441	S69801933	Traveling	425	8.000	7	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-12-14	05:00:00	obsr817735	S127658640	Traveling	180	4.000	1	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-11-09	06:00:00	obsr397020	S26212618	Traveling	600	5.000	5	1	G1493219
CO-VAU	L1450948	1.1190923	-70.0826454	2015-10-30	05:30:00	obsr347082	S25797015	Traveling	420	8.047	9	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-04-19	05:35:00	obsr507040	S23031356	Traveling	685	6.000	5	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-04-17	06:00:00	obsr245077	S38334654	Traveling	420	3.219	5	1	G2556042
CO-VAU	L1450948	1.1190923	-70.0826454	2015-01-19	05:30:00	obsr162387	S22739094	Incidental			1	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-11-10	06:00:00	obsr541322	S67963210	Traveling	480	10.000	7	1	
CO-VAU	L1450948	1.1190923	-70.0826454	2015-11-04		obsr92695	S36697372	Historical				1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-11-08	06:00:00	obsr397020	S26216327	Traveling	600	10.000	3	0	G1493379
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-06	12:00:00	obsr162605	S51694120	Traveling	240	4.000	3	1	G3763412
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-21	05:30:00	obsr162387	S22739092	Incidental			1	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-22	06:40:00	obsr110092	S34002787	Traveling	560	12.875	10	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-10-15	05:45:00	obsr406192	S25499709	Traveling	615	14.000	3	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-07	06:00:00	obsr161911	S51693399	Traveling	360	6.000	3	1	G3763413
CO-VAU	L1451759	1.2221020	-70.1615238	2015-12-11	05:30:00	obsr817735	S127656471	Traveling	390	6.000	3	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-02-28	05:50:00	obsr121486	S22166524	Traveling	703	15.000	4	1	G1166472
CO-VAU	L1451759	1.2221020	-70.1615238	2015-02-28	05:50:00	obsr108813	S22171053	Traveling	703	15.000	4	1	G1166472
CO-VAU	L1451759	1.2221020	-70.1615238	2015-10-29	05:30:00	obsr347082	S25796461	Traveling	360	7.242	9	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-04-19	06:00:00	obsr245077	S38334684	Traveling	300	1.609	5	1	G2556047
CO-VAU	L1451759	1.2221020	-70.1615238	2015-02-28	05:50:00	obsr232412	S22171622	Traveling	703	15.000	4	1	G1166472
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-22	06:40:00	obsr142759	S23162899	Traveling	560	12.875	9	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-02-28	05:50:00	obsr307381	S22171052	Traveling	703	15.000	4	1	G1166472
CO-VAU	L1451759	1.2221020	-70.1615238	2015-11-12		obsr293417	S94572838	Historical			10	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-13	06:00:00	obsr203202	S21736349	Traveling	480	9.656	3	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-06	12:00:00	obsr161911	S51693160	Traveling	240	4.000	3	1	G3763412
CO-VAU	L1451759	1.2221020	-70.1615238	2015-01-07	06:00:00	obsr162605	S51694121	Traveling	360	6.000	3	1	G3763413
CO-VAU	L1451781	1.2218274	-70.2285361	2015-11-14		obsr293417	S94652630	Historical			12	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-07-08	05:30:00	obsr433512	S45090347	Historical	720	7.000	5	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-10-26	05:40:00	obsr347082	S25770974	Traveling	375	6.437	9	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-10-29	14:45:00	obsr347082	S25796673	Traveling	165	3.219	7	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-11-11	06:00:00	obsr541322	S67963211	Traveling	480	5.000	7	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-04-22	05:32:00	obsr507040	S23040909	Traveling	455	8.000	5	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-03-25	06:00:00	obsr128626	S23369755	Traveling	660	8.047	6	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-03-28	06:30:00	obsr92695	S22906771	Traveling	480	6.000	6	1	
CO-VAU	L1451759	1.2221020	-70.1615238	2015-04-19	06:00:00	obsr119620	S25200580	Traveling	300	1.609	5	1	G2556047
CO-VAU	L1451781	1.2218274	-70.2285361	2015-10-31	05:45:00	obsr347082	S25808047	Traveling	225	6.437	8	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-04-18	06:00:00	obsr119620	S25198304	Traveling	420	3.219	5	1	G2556044
CO-VAU	L1451781	1.2218274	-70.2285361	2015-03-27	05:10:00	obsr1704441	S69047708	Traveling	430	6.000	5	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-03-29	06:30:00	obsr92695	S22907090	Traveling	240	3.000	6	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-04-23	05:25:00	obsr507040	S23041540	Traveling	275	6.000	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-04-18	06:00:00	obsr245077	S38334667	Traveling	420	3.219	5	1	G2556044
CO-VAU	L1451781	1.2218274	-70.2285361	2015-04-22	13:25:00	obsr507040	S23041323	Traveling	285	3.000	4	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-03-27	06:30:00	obsr128626	S23374748	Traveling	660	6.437	6	1	
CO-VAU	L1451781	1.2218274	-70.2285361	2015-11-06		obsr351810	S61087888	Historical				1	
CO-VAU	L2831310	1.2516552	-70.2309608	2015-01-25	06:00:00	obsr162387	S22739086	Incidental			1	1	
CO-VAU	L3337767	1.2495957	-70.2125931	2015-01-13	08:30:00	obsr232095	S21675696	Traveling	180	4.000	1	1	G1141700
CO-VAU	L3337767	1.2495957	-70.2125931	2015-01-13	08:30:00	obsr203202	S21752238	Traveling	180	4.000	1	1	G1141700
CO-VAU	L3338597	1.1246531	-70.1272774	2015-01-13	18:30:00	obsr232095	S21675745	Traveling	240	6.000	4	1	G1141701
CO-VAU	L3338597	1.1246531	-70.1272774	2015-01-14	06:00:00	obsr406578	S21966990	Traveling	600	16.000	4	1	G1141702
CO-VAU	L3338597	1.1246531	-70.1272774	2015-01-13	18:30:00	obsr406578	S21779865	Traveling	240	6.000	4	1	G1141701
CO-VAU	L3338597	1.1246531	-70.1272774	2015-01-14	06:00:00	obsr203202	S21752241	Traveling	600	16.000	4	1	G1141702
CO-VAU	L3338597	1.1246531	-70.1272774	2015-01-13	18:30:00	obsr203202	S21752239	Traveling	240	6.000	4	1	G1141701
CO-VAU	L3338597	1.1246531	-70.1272774	2015-01-14	06:00:00	obsr232095	S21677061	Traveling	600	16.000	4	1	G1141702
CO-VAU	L3454373	1.2535800	-70.2263600	2015-03-03	05:50:00	obsr121486	S22166515	Stationary	5		3	1	G1166480
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-26	13:39:00	obsr108813	S22170978	Stationary	20		4	1	G1166467
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-27	18:00:00	obsr108813	S22171041	Incidental			4	0	G1166471
CO-VAU	L3454373	1.2535800	-70.2263600	2015-03-03	05:50:00	obsr307381	S22171151	Stationary	5		3	1	G1166480
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-26	13:39:00	obsr307381	S22170977	Stationary	20		4	1	G1166467
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-27	18:00:00	obsr307381	S22171040	Incidental			4	0	G1166471
CO-VAU	L3454373	1.2535800	-70.2263600	2015-03-02	06:10:00	obsr307381	S22171114	Traveling	650	11.000	4	1	G1166479
CO-VAU	L3454373	1.2535800	-70.2263600	2015-03-03	05:50:00	obsr232412	S22171631	Stationary	5		3	1	G1166480
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-27	18:00:00	obsr232412	S22171619	Incidental			4	0	G1166471
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-27	18:00:00	obsr121486	S22166525	Incidental			4	0	G1166471
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-26	13:39:00	obsr232412	S22171616	Stationary	20		4	1	G1166467
CO-VAU	L3454373	1.2535800	-70.2263600	2015-02-26	13:39:00	obsr121486	S22166533	Stationary	20		4	1	G1166467
CO-VAU	L3455328	1.2789939	-70.2263582	2015-03-28	06:00:00	obsr1704441	S69120372	Traveling	245	5.000	5	1	
CO-VAU	L3455328	1.2789939	-70.2263582	2015-04-16	05:00:00	obsr245077	S38334631	Traveling	360	3.219	5	1	G2556036
CO-VAU	L3455328	1.2789939	-70.2263582	2015-03-02	06:10:00	obsr108813	S22171115	Traveling	650	11.000	4	1	G1166479
CO-VAU	L3455328	1.2789939	-70.2263582	2015-03-02	06:10:00	obsr232412	S22171627	Traveling	650	11.000	4	1	G1166479
CO-VAU	L3455328	1.2789939	-70.2263582	2015-03-02	06:10:00	obsr121486	S22166518	Traveling	650	11.000	4	1	G1166479
CO-VAU	L3455328	1.2789939	-70.2263582	2015-03-28	06:30:00	obsr128626	S23375043	Traveling	210	4.828	5	1	
CO-VAU	L3455328	1.2789939	-70.2263582	2015-04-16	05:00:00	obsr119620	S25168560	Traveling	360	3.219	5	1	G2556036
CO-VAU	L3571110	1.1380562	-70.1134560	2015-01-22	06:24:00	obsr162387	S22739090	Incidental			1	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-11-07		obsr92695	S36711449	Historical			4	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-10-16	05:45:00	obsr406192	S25499740	Traveling	390	8.000	3	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-11-13	06:00:00	obsr541322	S67963214	Traveling	480	5.000	7	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-11-13		obsr293417	S94628870	Historical			10	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-04-15	05:00:00	obsr245077	S38334597	Traveling	360	3.219	5	1	G2556033
CO-VAU	L3571110	1.1380562	-70.1134560	2015-03-23	05:45:00	obsr1704441	S69048688	Traveling	605	8.000	5	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-03-23	07:00:00	obsr128626	S23367959	Traveling	600	8.047	5	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-11-09	05:35:00	obsr1704441	S69372220	Traveling	710	12.000	5	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-01-24	06:25:00	obsr110092	S34012710	Traveling	410	8.047	10	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-03-25	06:00:00	obsr92695	S22891731	Traveling	540	5.000	6	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-07-06	05:30:00	obsr433512	S45088055	Historical	720	4.000	5	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-01-23	06:30:00	obsr110092	S34003329	Traveling	640	14.484	10	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-06-12	05:30:00	obsr433512	S58116528	Historical	720	6.000	5	0	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-01-23	06:30:00	obsr142759	S23163301	Traveling	640	14.484	9	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-01-24	06:25:00	obsr142759	S23165189	Traveling	410	8.047	9	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-11-06	06:00:00	obsr397020	S26225514	Traveling	480	5.000	3	0	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-11-07		obsr351810	S61088148	Historical				1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-11-06	06:00:00	obsr388426	S25995197	Traveling	600	6.000	3	1	
CO-VAU	L3571110	1.1380562	-70.1134560	2015-04-15	05:00:00	obsr119620	S25164013	Traveling	360	3.219	5	1	G2556033
CO-VAU	L3586466	1.2566700	-70.2319900	2015-04-19	13:26:00	obsr507040	S23026898	Incidental			1	1	
CO-VAU	L3587009	1.2441633	-70.2351022	2015-04-21	17:25:00	obsr507040	S23032293	Stationary	10		6	1	
CO-VAU	L3604950	1.2626620	-70.2318114	2015-01-24	17:25:00	obsr142759	S23165216	Incidental			9	0	
CO-VAU	L3764430	1.2711200	-70.2035600	2015-06-14	06:01:00	obsr200421	S24124975	Traveling	668	3.219	3	1	G1333852
CO-VAU	L3764430	1.2711200	-70.2035600	2015-06-14	06:01:00	obsr325989	S24125166	Traveling	668	3.219	3	1	G1333852
CO-VAU	L3764435	1.2453000	-70.2344000	2015-06-22	16:40:00	obsr325989	S24125146	Stationary	20		3	0	G1333843
CO-VAU	L3764434	1.1293000	-70.1182000	2015-06-19	15:00:00	obsr200421	S24124882	Traveling	260	1.609	3	1	G1333847
CO-VAU	L3764434	1.1293000	-70.1182000	2015-06-21	05:38:00	obsr325989	S24125154	Traveling	562	4.828	3	1	G1333845
CO-VAU	L3764435	1.2453000	-70.2344000	2015-06-22	16:40:00	obsr200421	S24124883	Stationary	20		3	0	G1333843
CO-VAU	L3764422	1.2131100	-70.2312000	2015-06-17	05:30:00	obsr325989	S24125162	Traveling	720	4.023	4	1	G1333849
CO-VAU	L3764422	1.2131100	-70.2312000	2015-06-18	05:34:00	obsr325989	S24125161	Traveling	626	5.633	4	1	G1333848
CO-VAU	L3764431	1.2131100	-70.2312000	2015-06-15	05:35:00	obsr325989	S24125164	Traveling	695	5.633	4	1	G1333851
CO-VAU	L3764433	1.2140600	-70.1471400	2015-06-16	05:15:00	obsr325989	S24125163	Traveling	705	3.219	3	1	G1333850
CO-VAU	L3764434	1.1293000	-70.1182000	2015-06-19	15:00:00	obsr325989	S24125160	Traveling	260	1.609	3	1	G1333847
CO-VAU	L3764435	1.2453000	-70.2344000	2015-06-14	05:35:00	obsr200421	S24125115	Incidental			2	0	G1333853
CO-VAU	L3764422	1.2131100	-70.2312000	2015-06-17	05:30:00	obsr200421	S24124969	Traveling	720	4.023	4	1	G1333849
CO-VAU	L3764422	1.2131100	-70.2312000	2015-06-18	05:34:00	obsr200421	S24124978	Traveling	626	5.633	4	1	G1333848
CO-VAU	L3764429	1.2711200	-70.2035600	2015-06-13	14:13:00	obsr200421	S24124974	Traveling	207	1.609	3	1	G1333854
CO-VAU	L3764429	1.2711200	-70.2035600	2015-06-13	14:13:00	obsr325989	S24125169	Traveling	207	1.609	3	1	G1333854
CO-VAU	L3764431	1.2131100	-70.2312000	2015-06-15	05:35:00	obsr200421	S24124976	Traveling	695	5.633	4	1	G1333851
CO-VAU	L3764433	1.2140600	-70.1471400	2015-06-22	05:40:00	obsr325989	S24125151	Traveling	610	2.414	3	1	G1333844
CO-VAU	L3764433	1.2140600	-70.1471400	2015-06-22	05:40:00	obsr200421	S24124981	Traveling	610	2.414	3	1	G1333844
CO-VAU	L3764433	1.2140600	-70.1471400	2015-06-16	05:15:00	obsr200421	S24124977	Traveling	705	3.219	3	1	G1333850
CO-VAU	L3764434	1.1293000	-70.1182000	2015-06-20	05:30:00	obsr325989	S24125156	Traveling	735	4.828	3	1	G1333846
CO-VAU	L3764434	1.1293000	-70.1182000	2015-06-21	05:38:00	obsr200421	S24124980	Traveling	562	4.828	3	1	G1333845
CO-VAU	L3764434	1.1293000	-70.1182000	2015-06-20	05:30:00	obsr200421	S24124979	Traveling	735	4.828	3	1	G1333846
CO-VAU	L3764435	1.2453000	-70.2344000	2015-06-14	05:35:00	obsr325989	S24125168	Incidental			2	0	G1333853
CO-VAU	L3968248	1.1991200	-70.2411000	2015-10-14	05:55:00	obsr406192	S25499699	Traveling	630	15.001	2	1	
CO-VAU	L3968255	1.2589100	-70.1818000	2015-10-17	05:15:00	obsr406192	S25499787	Traveling	585	10.000	3	1	
CO-VAU	L3968264	1.1950700	-70.2263900	2015-10-18	05:15:00	obsr406192	S25499828	Traveling	660	11.999	2	1	
CO-VAU	L3968268	1.2184464	-70.2525258	2015-10-19	15:00:00	obsr406192	S25499881	Traveling	120	6.000	2	1	
CO-VAU	L3968246	1.2720600	-70.2022200	2015-10-17	16:45:00	obsr406192	S25499805	Traveling	30	3.000	2	1	
CO-VAU	L3968246	1.2720600	-70.2022200	2015-10-13	13:15:00	obsr406192	S25499690	Traveling	195	5.000	2	1	
CO-VAU	L3968257	1.2667600	-70.2030300	2015-10-17	15:00:00	obsr406192	S25499799	Traveling	105	3.999	4	1	
CO-VAU	L3968266	1.2006600	-70.2435200	2015-10-19	06:45:00	obsr406192	S25499867	Traveling	495	10.000	2	1	
CO-VAU	L3999221	1.1496249	-70.1322985	2015-10-27	16:55:00	obsr347082	S25771768	Incidental			9	0	
CO-VAU	L4001098	1.2451336	-70.2314329	2015-10-28	15:45:00	obsr347082	S25783616	Traveling	90	1.609	8	1	
CO-VAU	L4004124	1.2593727	-70.2359793	2015-10-30	16:00:00	obsr347082	S25807969	Incidental			3	0	
CO-VAU	L4004106	1.2710214	-70.2026072	2015-10-30	16:50:00	obsr347082	S25807886	Stationary	60		7	1	
CO-VAU	L4005274	1.2227799	-70.2341580	2015-11-04	05:30:00	obsr397020	S26301208	Traveling	720	17.000	3	1	G1497990
CO-VAU	L4005274	1.2227799	-70.2341580	2015-11-04	05:30:00	obsr918904	S55928241	Traveling	720	17.000	3	1	G1497990
CO-VAU	L4005274	1.2227799	-70.2341580	2015-11-04	05:30:00	obsr388426	S25817461	Traveling	720	17.000	3	1	G1497990
CO-VAU	L4015410	1.2710053	-70.2019551	2015-11-04	15:00:00	obsr397020	S26301191	Traveling	180	2.000	3	1	G1497989
CO-VAU	L4015410	1.2710053	-70.2019551	2015-11-15		obsr293417	S94661964	Historical			11	1	
CO-VAU	L4015410	1.2710053	-70.2019551	2015-11-10	06:00:00	obsr388426	S26213956	Traveling	180	1.000	3	1	G1493222
CO-VAU	L4015410	1.2710053	-70.2019551	2015-11-04	15:00:00	obsr388426	S25907652	Traveling	180	2.000	3	1	G1497989
CO-VAU	L4015410	1.2710053	-70.2019551	2015-11-10	06:00:00	obsr397020	S26213926	Traveling	180	1.000	3	0	G1493222
CO-VAU	L4024967	1.2265985	-70.2471399	2015-11-05	07:00:00	obsr397020	S26301135	Traveling	360	6.000	3	1	G1497984
CO-VAU	L4024967	1.2265985	-70.2471399	2015-11-05	07:00:00	obsr388426	S25987058	Traveling	360	6.000	3	1	G1497984
CO-VAU	L4025650	1.2525562	-70.2254999	2015-11-05	14:00:00	obsr388426	S25991629	Traveling	210	1.000	3	1	
CO-VAU	L4028203	1.2678100	-70.2236200	2015-11-15	05:22:00	obsr215180	S26009711	Traveling	240	2.000	11	1	
CO-VAU	L4028203	1.2678100	-70.2236200	2015-11-10	12:56:00	obsr215180	S26009591	Traveling	240	2.000	10	1	
CO-VAU	L4028207	1.2205800	-70.2384100	2015-11-11	04:58:00	obsr215180	S26009607	Traveling	720	4.000	11	1	
CO-VAU	L4028215	1.1222800	-70.0941800	2015-11-13	05:32:00	obsr215180	S26009639	Stationary	60		10	1	
CO-VAU	L4028218	1.1583500	-70.0081500	2015-11-13	08:42:00	obsr215180	S26009648	Stationary	30		10	0	
CO-VAU	L4028222	1.1575100	-70.0072300	2015-11-13	08:46:00	obsr215180	S26009652	Stationary	60		11	1	
CO-VAU	L4028227	1.1353400	-70.1216200	2015-11-13	12:49:00	obsr215180	S26009676	Traveling	180	3.000	11	1	
CO-VAU	L4028233	1.2315000	-70.2347600	2015-11-14	05:36:00	obsr215180	S26009686	Traveling	240	8.000	10	1	
CO-VAU	L4028210	1.2221000	-70.1615200	2015-11-12	05:36:00	obsr215180	S26009627	Traveling	400	6.000	12	1	
CO-VAU	L4028240	1.2594100	-70.2311200	2015-11-15	10:34:00	obsr215180	S26009721	Traveling	30	1.000	11	1	
CO-VAU	L4028203	1.2678100	-70.2236200	2015-11-14	15:04:00	obsr215180	S26009706	Traveling	180	3.000	11	1	
CO-VAU	L4056895	1.2241529	-70.2384496	2015-11-09	06:00:00	obsr388426	S26213862	Traveling	600	5.000	5	1	G1493219
CO-VAU	L4056895	1.2241529	-70.2384496	2015-11-04		obsr351810	S61086521	Historical				1	
CO-VAU	L4056895	1.2241529	-70.2384496	2015-11-08	15:00:00	obsr541322	S67963208	Traveling	180	3.000	7	1	
CO-VAU	L4056895	1.2241529	-70.2384496	2015-11-05		obsr351810	S61087292	Historical				0	
CO-VAU	L4068907	1.2241958	-70.2364969	2015-11-08	06:00:00	obsr388426	S26216917	Traveling	600	10.000	3	1	G1493379
CO-VAU	L4230534	1.2504341	-70.2264547	2015-11-10		obsr166210	S27378637	Incidental				0	
CO-VAU	L4230534	1.2504341	-70.2264547	2015-11-10		obsr166210	S27635735	Incidental				0	
CO-VAU	L4491548	0.0328975	-71.0023684	2015-11-09	06:30:00	obsr433512	S28965830	Traveling	60	0.500	2	1	
CO-VAU	L4491548	0.0328975	-71.0023684	2015-11-10	06:00:00	obsr433512	S28965769	Traveling	180	0.200	2	1	
CO-VAU	L4491655	0.1545194	-70.9385104	2015-11-07	10:30:00	obsr433512	S28966005	Traveling	240	6.000	4	1	
CO-VAU	L4491680	0.0873141	-70.9759326	2015-11-07	07:00:00	obsr433512	S28966136	Traveling	60	3.000	4	1	
CO-VAU	L4817239	1.2708337	-70.2155730	2015-01-20	15:10:00	obsr110092	S33993583	Traveling	165	14.484	10	1	
CO-VAU	L4817239	1.2708337	-70.2155730	2015-11-14		obsr293417	S94632461	Historical			10	0	
CO-VAU	L4817239	1.2708337	-70.2155730	2015-01-21	15:30:00	obsr110092	S34000513	Traveling	60	1.609	10	1	
CO-VAU	L5377699	1.2592291	-70.2360776	2015-01-21	13:45:00	obsr110092	S33999790	Stationary	60		3	1	
CO-VAU	L5381426	1.2445924	-70.2350234	2015-01-24	17:25:00	obsr110092	S34012925	Incidental			10	0	
CO-VAU	L5377699	1.2592291	-70.2360776	2015-01-20	13:30:00	obsr110092	S33991860	Stationary	30		9	0	
CO-VAU	L5709000	1.2570922	-70.2339247	2015-11-08	13:15:00	obsr92695	S44626623	Incidental			3	0	
CO-VAU	L5709000	1.2570922	-70.2339247	2015-11-07		obsr351810	S61079496	Historical				0	
CO-VAU	L8432191	1.2609478	-70.2335376	2015-01-04	16:00:00	obsr162605	S51694115	Stationary	90		4	1	G3763409
CO-VAU	L8432191	1.2609478	-70.2335376	2015-01-04	16:00:00	obsr161911	S51692634	Stationary	90		4	1	G3763409
CO-VAU	L11161887	1.2770000	-70.2230000	2016-11-07		obsr1206391	S67980520	Historical				0	
CO-VAU	L11161883	1.2570000	-70.2350000	2016-11-07		obsr1206391	S67981026	Historical				0	
CO-VAU	L11161889	1.2900000	-70.2310000	2016-11-07		obsr1206391	S67978923	Historical				0	
CO-VAU	L11161890	1.2300000	-70.2370000	2016-03-10	05:00:00	obsr529524	S68066853	Historical				1	
CO-VAU	L11222512	1.2595480	-70.2355450	2016-01-10		obsr828883	S77044004	Historical				0	
CO-VAU	L11222512	1.2595480	-70.2355450	2016-01-07		obsr828883	S77042286	Historical				0	
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-08		obsr598584	S28588230	Historical				1	G1679081
CO-VAU	L1193327	1.2677789	-70.1946759	2016-11-07		obsr1206391	S67979128	Historical				0	
CO-VAU	L1193330	1.1825942	-70.1581764	2016-01-08		obsr828883	S77043348	Historical				0	
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-12	06:00:00	obsr529524	S68066855	Historical				1	G6982367
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-12	06:00:00	obsr754299	S91591049	Historical				1	G6982367
CO-VAU	L1193327	1.2677789	-70.1946759	2016-01-09		obsr828883	S77043859	Historical				1	
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-15	15:15:00	obsr59502	S28561251	Traveling	165	2.092	7	1	G1663858
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-15	15:15:00	obsr104695	S28561245	Traveling	165	2.092	7	1	G1663858
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-08		obsr754299	S33816689	Historical				1	G1679081
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-12		obsr754299	S33816693	Historical				0	G1679085
CO-VAU	L1193327	1.2677789	-70.1946759	2016-11-03		obsr1206391	S67980476	Historical				0	
CO-VAU	L1193326	1.2228872	-70.2310359	2016-03-13		obsr598584	S28590446	Historical				0	G1679086
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-15	15:15:00	obsr507040	S28538204	Traveling	165	2.000	7	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2016-03-12		obsr598584	S28590080	Historical				0	G1679085
CO-VAU	L1193327	1.2677789	-70.1946759	2016-11-06	15:00:00	obsr30770	S32530715	Traveling	150	1.609	6	1	
CO-VAU	L1193327	1.2677789	-70.1946759	2016-11-08	15:30:00	obsr267689	S32562319	Traveling	120	3.219	6	0	
